Lon;Lat;Label;Annotation
13.8243892011;35.7190909793;6;Thickness > 3m
13.8219229495;35.7208376841;6;dr
13.8192759184;35.7246260147;6;Intense trawling scars pattern
13.8152780038;35.7250034318;6;Soft CLAY
13.8175134908;35.7277303998;6;Intense trawling scars pattern
13.8143294617;35.7320499746;6;Intense trawling scars pattern
13.8114720622;35.7322012804;6;Soft CLAY
13.8095187685;35.7342194256;6;Thickness > 3m
13.8126124737;35.7355478193;6;Intense trawling scars pattern
13.8095948873;35.7401515927;6;Soft CLAY
13.8026209210;35.7445880380;6;Soft CLAY
13.8044893413;35.7465579818;6;Thickness > 3m
13.7979274406;35.7514835235;6;dr
13.7966413066;35.7545790656;6;Soft CLAY
13.7897818852;35.7571619745;6;Soft CLAY
13.7891043241;35.7605486347;6;Thickness > 3m
13.7877098463;35.7633029824;6;Soft CLAY
13.7816617371;35.7663060192;6;Soft CLAY
13.7789670387;35.7679064284;6;Thickness > 2m
13.7842307297;35.7680465357;6;Thickness > 3m
13.7791597909;35.7693388370;6;sr
13.7811313765;35.7695415412;6;sr
13.7787358826;35.7698026250;6;r
13.7827668630;35.7698840136;6;Thickness > 2m
13.7828479621;35.7700552316;6;sr
13.7811437747;35.7703343422;6;r
13.7829414661;35.7705702126;6;r
13.7801386443;35.7707026574;6;sr
13.7781549539;35.7707037744;6;sr
13.7821231483;35.7707221196;6;sr
13.7807756137;35.7713561668;6;Thickness > 2m
13.7771767230;35.7732968558;6;Soft CLAY
13.7800721773;35.7734890870;6;Thickness > 3m
13.7777828420;35.7778198099;6;Soft CLAY
13.7750600328;35.7803209041;6;Thickness > 3m
13.7696136574;35.7824102174;6;Soft CLAY
13.7682635069;35.7866523533;6;Soft CLAY
13.7628814566;35.7871217991;6;Soft CLAY
13.7583098811;35.7905876410;6;Thickness > 3m
13.7643644037;35.7909834875;6;dr
13.7608563028;35.7927913385;6;Soft CLAY
13.7536482043;35.7935215256;6;Soft CLAY
13.7590956993;35.7945377927;6;dr
13.7497639072;35.7987461887;6;Soft CLAY
13.7414025123;35.7992938021;6;Soft CLAY
13.7476890115;35.7998064261;6;Thickness > 3m
13.7300435623;35.8022799472;6;Soft CLAY
13.7375020202;35.8041858316;6;Soft CLAY
13.7189270606;35.8045223470;6;Soft CLAY
13.7257212184;35.8046425474;6;Thickness > 3m
13.7141402652;35.8051610239;6;Soft CLAY
13.6807569634;35.8055975313;6;Soft CLAY
13.6926282292;35.8056479364;6;Soft CLAY
13.6893454423;35.8064352173;6;Thickness > 3m
13.7304804236;35.8070866097;6;Soft CLAY
13.7036486550;35.8074730105;6;Soft CLAY
13.7173483744;35.8079198669;6;dr
13.7269868099;35.8079274476;6;Thickness > 3m
13.7109930742;35.8080086819;6;Thickness > 3m
13.6999610818;35.8080483430;6;dr
13.6688886545;35.8082598272;6;Soft CLAY
13.6954873511;35.8084072565;6;dr
13.6869258455;35.8089331219;6;Soft CLAY
13.6732018812;35.8096723625;6;dr
13.7223229173;35.8101279773;6;Soft CLAY
13.6695041855;35.8108574497;6;Thickness > 3m
13.6677648664;35.8115508386;6;dr
13.6662697050;35.8118500504;6;dr
13.6543161207;35.8132399039;6;Thickness > 3m
13.6595631430;35.8139622270;6;Soft CLAY
13.6505215883;35.8157768156;6;Soft CLAY
13.6485767250;35.8192364356;6;Thickness > 3m
13.6404430111;35.8217842659;6;Soft CLAY
13.6356742889;35.8262255398;6;Thickness > 3m
13.6322701461;35.8292563020;6;Soft CLAY
13.6306973134;35.8319270446;6;Thickness > 3m
13.6325096568;35.8328240565;6;dr
13.6309845623;35.8334347172;6;dr
13.6285219413;35.8347388075;6;dr
13.6297189194;35.8378072811;6;Soft CLAY
13.6243723035;35.8381354509;6;dr
13.6279737191;35.8402931489;6;Thickness > 3m
13.6230856713;35.8421542647;6;Soft CLAY
13.6240042903;35.8466595097;6;Thickness > 3m
13.6235510063;35.8473016394;6;dr
13.6234197729;35.8495367006;6;Soft CLAY
13.6178287240;35.8510091799;6;Thickness > 3m
13.6170757092;35.8532261833;6;Soft CLAY
13.6172342036;35.8541634038;6;dr
13.6174695503;35.8549902022;6;dr
13.6197648282;35.8564456547;6;Thickness > 3m
13.6154742968;35.8585521681;6;Soft CLAY
13.6140019485;35.8619068444;6;dr
13.6113839673;35.8624489040;6;Thickness > 3m
13.6092041493;35.8638608436;6;dr
13.6134698183;35.8668470403;6;Soft CLAY
13.6069410921;35.8692008651;6;Soft CLAY
13.6071881697;35.8702857396;6;dr
13.6103541253;35.8705791856;6;dr
13.6040620001;35.8721881357;6;dr
13.6012179964;35.8739716246;6;dr
13.6065688506;35.8763471816;6;Soft CLAY
13.6006940937;35.8780060447;6;Soft CLAY
13.6024154440;35.8810955015;6;dr
13.5975794248;35.8843791613;6;Soft CLAY
13.5914236695;35.8895223610;6;Soft CLAY
13.5885350730;35.8947717897;6;Soft CLAY
13.5885208840;35.8955910841;6;dr
13.5875072186;35.8957168676;6;dr
13.5830711174;35.8960793087;6;Slumping area
13.5816567642;35.8975561289;6;Soft CLAY
13.5797467050;35.8990727264;6;Slumping area
13.5842293201;35.8995055603;6;Thickness > 3m
13.5773456147;35.9007281641;6;Soft CLAY
13.5822546932;35.9014443900;6;Soft CLAY
13.5759059651;35.9025091515;6;Slumping area
13.5780230947;35.9049444720;6;Soft CLAY
13.5725046868;35.9068956088;6;Soft CLAY
13.5734872150;35.9092369520;6;dr
13.5675073042;35.9093047023;6;Thickness > 3m
13.5718730066;35.9103058627;6;ARIANE 2
13.5626422318;35.9133929376;6;Thickness > 3m
13.5673993706;35.9136819657;6;Soft CLAY
13.5567374484;35.9151009373;6;ARIANE 2
13.5584341436;35.9161502433;6;Soft CLAY
13.5523465789;35.9185837820;6;Soft CLAY
13.5485251175;35.9188467331;6;dr
13.5462781224;35.9189181373;6;ARIANE 2
13.5549757969;35.9196343546;6;Thickness > 3m
13.5522320889;35.9205963550;6;dr
13.5428841610;35.9219106594;6;Soft CLAY
13.5417794583;35.9234768695;6;Thickness > 3m
13.5494419305;35.9237808995;6;Soft CLAY
13.5342151270;35.9241918202;6;Soft CLAY
13.5422329266;35.9284549927;6;Soft CLAY
13.5351027430;35.9289202224;6;Soft CLAY
13.5319706694;35.9338686065;6;Thickness > 3m
13.5364503045;35.9347511558;6;Thickness > 3m
13.5294067769;35.9352019045;6;Soft CLAY
13.5249942907;35.9377464711;6;Thickness > 3m
13.5223082815;35.9387273532;6;dr
13.5318382843;35.9398199063;6;Soft CLAY
13.5227233387;35.9404417874;6;dr
13.5257659443;35.9410211948;6;Soft CLAY
13.5189563000;35.9422409835;6;dr
13.5229109930;35.9436387391;6;Thickness > 3m
13.5179716867;35.9457307620;6;Soft CLAY
13.5215988713;35.9463170145;6;Thickness > 3m
13.5143421869;35.9492881515;6;Thickness > 3m
13.5174759131;35.9540701230;6;Soft CLAY
13.5134202800;35.9578665411;6;Thickness > 3m
13.5098554580;35.9612214131;6;Soft CLAY
13.5042891874;35.9619159287;6;dr
13.5032047917;35.9628918321;6;dr
13.4999731272;35.9671878191;6;Soft CLAY
13.5006788475;35.9719350678;6;Soft CLAY
13.4957870392;35.9758200245;6;Soft CLAY
13.4920077595;35.9805654709;6;Soft CLAY
13.4903672260;35.9821679590;6;Thickness > 3m
13.4863443143;35.9841725418;6;dr
13.4843972916;35.9854315200;6;Soft CLAY
13.4821908495;35.9895281562;6;dr
13.4801276095;35.9920949802;6;Soft CLAY
13.4723077298;35.9956345205;6;Soft CLAY
13.4745341376;35.9983370532;6;Thickness > 3m
13.4721536659;36.0010082268;6;Soft CLAY
13.4660654997;36.0014056960;6;dr
13.4654150682;36.0041165882;6;Soft CLAY
13.4702005732;36.0053485049;6;pm
13.4686365674;36.0056358163;6;pm
13.4659826634;36.0067762394;6;pm
13.4642028396;36.0070790472;6;pm
13.4669008442;36.0073580847;6;dr
13.4622573456;36.0073602130;6;pm
13.4608735922;36.0116156865;6;Soft CLAY
13.4579955959;36.0119414690;6;dr
13.4566147183;36.0169614042;6;Soft CLAY
13.4515182321;36.0205649056;6;Thickness > 3m
13.4468593329;36.0263862028;6;Soft CLAY
13.4427950204;36.0295111264;6;dr
13.4409195141;36.0321274464;6;Soft CLAY
13.4398698169;36.0335293740;6;Thickness > 3m
13.4324893961;36.0366630784;6;dr
13.4292361763;36.0395442376;6;dr
13.4346485516;36.0399764285;6;Soft CLAY
13.4273310669;36.0414681130;6;dr
13.4263319916;36.0443277157;6;Thickness > 3m
13.4241027869;36.0452274512;6;dr
13.4269059611;36.0479768006;6;Soft CLAY
13.4233472529;36.0522162540;6;dr
13.4174979255;36.0542169734;6;Soft CLAY
13.4175349253;36.0577031081;6;Thickness > 3m
13.4096617432;36.0602086229;6;dr
13.4127497401;36.0623666120;6;Soft CLAY
13.4115241916;36.0643239457;6;Intense Scar Area
13.4035104372;36.0688819838;6;dr
13.4023945005;36.0691793655;6;dr
13.4047060835;36.0692569402;6;dr
13.4041951413;36.0707683650;6;Soft CLAY
13.4003690679;36.0751289449;6;Intense Scar Area
13.3968087821;36.0780895858;6;Soft CLAY
13.3927815157;36.0788370232;6;Thickness > 3m
13.3893702182;36.0814621509;6;Intense Scar Area
13.3893492072;36.0839743479;6;dr
13.3893354254;36.0864363799;6;fs
13.3849824185;36.0868909053;6;Soft CLAY
13.3879462442;36.0873182667;6;dr
13.3858417093;36.0894920026;6;Thickness > 3m
13.3810591962;36.0909879196;6;fs
13.3826252755;36.0934146990;6;Soft CLAY
13.3746403014;36.0962071606;6;pm
13.3762940578;36.0972246310;6;pm
13.3782919094;36.0975267013;6;pm
13.3775353483;36.0992970162;6;Intense Scar Area
13.3714471704;36.1010092199;6;Soft CLAY
13.3695822346;36.1033502106;6;Thickness > 3m
13.3663383407;36.1066951468;6;Soft CLAY
13.3698768208;36.1085101372;6;dr
13.3640776913;36.1105153286;6;pm
13.3678585974;36.1106982956;6;pm
13.3628954997;36.1107434820;6;pm
13.3655261006;36.1107592919;6;pm
13.3623960292;36.1114360815;6;dr
13.3670027259;36.1123907863;6;pm
13.3652533541;36.1126957402;6;pm
13.3643791287;36.1145312112;6;Soft CLAY
13.3607128663;36.1159585129;6;dr
13.3570780506;36.1183187064;6;Intense Scar Area
13.3607370078;36.1200995626;6;dr
13.3533241926;36.1218005415;6;Soft CLAY
13.3559777992;36.1228409088;6;Thickness > 3m
13.3534326417;36.1282776721;6;Soft CLAY
13.3526188503;36.1315833348;6;dr
13.3474822391;36.1345180790;6;Thickness > 3m
13.3479618801;36.1381828248;6;Soft CLAY
13.3448308241;36.1408783568;6;Intense Scar Area
13.3417958312;36.1437207373;6;Soft CLAY
13.3382441806;36.1450522490;6;dr
13.3383684380;36.1484332818;6;Thickness > 3m
13.3351638450;36.1511475793;6;Soft CLAY
13.3356143000;36.1575347228;6;Intense Scar Area
13.3308679634;36.1611660633;6;Soft CLAY
13.3313139829;36.1636509125;6;dr
13.3277913054;36.1662972438;6;dr
13.3331581854;36.1666372788;6;Soft CLAY
13.3322829738;36.1675082139;6;Thickness > 3m
13.3277816964;36.1688579007;6;dr
13.3278972416;36.1717008109;6;Intense Scar Area
13.3301201581;36.1741175041;6;Soft CLAY
13.3287621908;36.1759920991;6;dr
13.3300789369;36.1789964686;6;Intense Scar Area
13.3251885020;36.1811815933;6;Soft CLAY
13.3253781769;36.1830415662;6;dr
13.3285862646;36.1853316146;6;Intense Scar Area
13.3238519142;36.1873071015;6;Thickness > 3m
13.3286382197;36.1891854455;6;LEV - MAZARA IS
13.3257290638;36.1899786506;6;dr
13.3256879772;36.1909047719;6;dr
13.3257341585;36.1920964744;6;Soft CLAY
13.3265242965;36.1930244444;6;LICATA - LINOSA
13.3228165545;36.1942595733;6;Intense Scar Area
13.3247718047;36.1995872201;6;Soft CLAY
13.3246236820;36.2030803075;6;Intense Scar Area
13.3204944606;36.2036999237;6;Soft CLAY
13.3220818348;36.2051861898;6;Thickness > 3m
13.3224250628;36.2078642073;6;dr
13.3213885829;36.2124495571;6;Intense Scar Area
13.3163659720;36.2139650064;6;Soft CLAY
13.3198770963;36.2153619884;6;Thickness > 3m
13.3154344937;36.2175311661;6;Intense Scar Area
13.3121436652;36.2223191853;6;Intense Scar Area
13.3153305833;36.2227088762;6;Soft CLAY
13.3126077802;36.2267685409;6;Intense Scar Area
13.3085412339;36.2271015574;6;Soft SILT
13.3082705135;36.2320821293;6;Intense Scar Area
13.3041801766;36.2322462213;6;dr
13.3032691840;36.2344540606;6;Thickness > 3m
13.2989000307;36.2382672512;6;dr
13.3040865702;36.2384782317;6;Soft CLAY
13.2977307550;36.2440608549;6;Intense Scar Area
13.2918690101;36.2452367620;6;Soft CLAY
13.2861936824;36.2507745833;6;Intense Scar Area
13.2871860121;36.2540500455;6;Soft CLAY
13.2781520914;36.2573253862;6;Thickness > 3m
13.2764105552;36.2587873883;6;dr
13.2769354405;36.2624557196;6;Soft CLAY
13.2709872938;36.2641486216;6;Intense Scar Area
13.2731597375;36.2661260851;6;Soft CLAY
13.2656908804;36.2684137056;6;Thickness > 3m
13.2642531615;36.2733575463;6;Soft CLAY
13.2577089902;36.2745174462;6;dr
13.2587516704;36.2754127591;6;dr
13.2607509522;36.2761767886;6;Intense Scar Area
13.2561482111;36.2773547715;6;Thickness > 3m
13.2523185661;36.2776447345;6;Soft CLAY
13.2463200085;36.2837265182;6;Intense Scar Area
13.2409575966;36.2846918813;6;Soft CLAY
13.2437116262;36.2849242617;6;dr
13.2371584132;36.2868756769;6;Thickness > 3m
13.2331126548;36.2900346188;6;Intense Scar Area
13.2271845569;36.2925884975;6;Soft SILT
13.2299835311;36.2936859741;6;dr
13.2218506378;36.2948924111;6;dr
13.2221714615;36.2950999672;6;dr
13.2260938780;36.2963402803;6;Intense Scar Area
13.2184798949;36.2973376441;6;Thickness > 3m
13.2211107587;36.2992586008;6;Soft CLAY
13.2148652426;36.3011307199;6;dr
13.2139847029;36.3029624189;6;Intense Scar Area
13.2060366313;36.3036265121;6;dr
13.2031331698;36.3039118712;6;dr
13.2073840921;36.3040804869;6;dr
13.2107826507;36.3041396904;6;Soft CLAY
13.2027488134;36.3050350744;6;Thickness > 3m
13.2046570908;36.3050532838;6;dr
13.1988625989;36.3057056592;6;dr
13.1997127788;36.3067173447;6;dr
13.1973702984;36.3069433425;6;Intense Scar Area
13.1916439821;36.3097092277;6;dr
13.1971518062;36.3104038579;6;Soft CLAY
13.1875325642;36.3118138449;6;Intense Scar Area
13.1923239379;36.3128384735;6;Thickness > 3m
13.1859014111;36.3150427552;6;Soft CLAY
13.1770833955;36.3154078523;6;dr
13.1828582257;36.3155375315;6;dr
13.1821768633;36.3173043706;6;Intense Scar Area
13.1742737280;36.3176483540;6;Thickness > 3m
13.1779926254;36.3191681733;6;dr
13.1749049882;36.3203547043;6;Soft CLAY
13.1716003827;36.3205088021;6;dr
13.1677866363;36.3207513245;6;Intense Scar Area
13.1756611546;36.3211005053;6;dr
13.1666538983;36.3228401351;6;dr
13.1638281368;36.3234562021;6;dr
13.1652815055;36.3247915073;6;Soft CLAY
13.1525961596;36.3268852205;6;dr
13.1582688053;36.3279989000;6;Thickness > 3m
13.1516276004;36.3282125937;6;Intense Scar Area
13.1496483507;36.3290573282;6;dr
13.1526527083;36.3305400369;6;Soft CLAY
13.1455120216;36.3311091940;6;Soft CLAY
13.1455167016;36.3341577303;6;Thickness > 3m
13.1363901662;36.3348408446;6;Thickness > 3m
13.1391974292;36.3368001130;6;Soft CLAY
13.1324335053;36.3374637399;6;dr
13.1291856569;36.3391377556;6;Soft CLAY
13.1349170096;36.3393308449;6;Intense Scar Area
13.1281981411;36.3426397870;6;Thickness > 3m
13.1191360932;36.3428551516;6;dr
13.1188273866;36.3433935255;6;dr
13.1230094005;36.3443653329;6;Soft CLAY
13.1157766494;36.3447839632;6;Intense Scar Area
13.1141895126;36.3486901120;6;Thickness > 3m
13.1073831170;36.3488077113;6;Soft CLAY
13.1051507728;36.3522221744;6;Thickness > 3m
13.0997650443;36.3529058212;6;Intense Scar Area
13.0969070226;36.3565254525;6;Soft CLAY
13.0927714677;36.3577668484;6;Thickness > 3m
13.0872760472;36.3580165401;6;Soft CLAY
13.0867392553;36.3611137797;6;Intense Scar Area
13.0799525877;36.3612096698;6;Thickness > 3m
13.0871319357;36.3622980749;6;dr
13.0853324365;36.3626874968;6;Soft CLAY
13.0701603174;36.3642516265;6;dr
13.0725822633;36.3651346990;6;Intense Scar Area
13.0765974145;36.3654281640;6;Soft CLAY
13.0621665296;36.3695860405;6;Soft CLAY
13.0673116074;36.3696250833;6;Thickness > 3m
